"Imported Profiles","Company Table Data (Company filter table test (superhero))","First Name","Last Name","Full Name","Job Title","Location","Company Domain","LinkedIn Profile","Enrich Person from LinkedIn Profile","Picture Url Orig","Picture Url Copy","LinkedIn Picture Check","Image Description","Attribute Descriptions","Response","JSON Reformat (1)"
,,"Jessica","Feazel","Jessica Feazel","VP, Revenue Operations & Technology","Washington DC-Baltimore Area","aviationmanuals.com","https://linkedin.com/in/jesslfreedman",,,,"false",,,,
,,"Howard","King","Howard King","Vice President of Sales","Dallas-Fort Worth Metroplex","bbrown.com","https://linkedin.com/in/howardking2011",,,,"false",,,,
,,"Kristi","Cawley","Kristi Cawley","VP Sales-Field Sales CCRC Division","Dallas-Fort Worth Metroplex","brookdale.com","https://linkedin.com/in/kristi-cawley-64a4547",,,,"false",,,,
,,"Jakob","Bliss","Jakob Bliss","Vice President of Sales","Greater St. Louis","abstraktmg.com","https://linkedin.com/in/jakobkbliss",,,,"false",,,,
,,"Rob","Cocks","Rob Cocks","Vice President Sales North America","San Francisco Bay Area","vimeo.com","https://linkedin.com/in/rjc4me",,,,"false",,,,
,,"Carlos","Villalobos","Carlos Villalobos","Regional Vice President of Sales","San Francisco Bay Area","legrand.us","https://linkedin.com/in/carlos-villalobos-880b2250",,,,"false",,,,
,,"Liz","Brooks, MBA, CLTC","Liz Brooks, MBA, CLTC","Regional Sales Vice President","Charlotte Metro","brighthousefinancial.com","https://linkedin.com/in/liz-brooks-mba-cltc-81755bb5",,,,"false",,,,
,,"Bish","Mubarak","Bish Mubarak","Chief Revenue Officer (CRO)","Dallas-Fort Worth Metroplex","bottlecapps.com","https://linkedin.com/in/bishmubarak",,,,"false",,,,
,,"Guy","Weaver","Guy Weaver","Regional Vice President Sales- National Accounts","Dallas-Fort Worth Metroplex","restaurant.org","https://linkedin.com/in/guymweaver",,,,"false",,,,
,,"Chris","Romasco, CIMA®","Chris Romasco, CIMA®","Regional Vice President of Sales","Washington DC-Baltimore Area","brighthousefinancial.com","https://linkedin.com/in/chris-romasco-cima®-5120a48",,,,"false",,,,
,,"Mark","Howard, CMP, DMCP","Mark Howard, CMP, DMCP","Vice President of Sales","Miami-Fort Lauderdale Area","advantagedms.com","https://linkedin.com/in/mark-howard-cmp-dmcp-80599923",,,,"false",,,,
,,"Robb","Kaufmann","Robb Kaufmann","VP of Sales, Americas","Dallas-Fort Worth Metroplex","intelex.com","https://linkedin.com/in/robbkaufmann",,,,"false",,,,
,,"Vicky","Simpson Thompson","Vicky Simpson Thompson","Chief Revenue Officer","Washington DC-Baltimore Area","gocadmium.com","https://linkedin.com/in/vickythompson",,,,"false",,,,
,,"Matt","Wiggins","Matt Wiggins","Vice President of Sales & Operations","Raleigh-Durham-Chapel Hill Area","carolinastoneproducts.com","https://linkedin.com/in/matt-wiggins-7499615",,,,"false",,,,
,,"Colten","Page","Colten Page","Chief Sales Officer & Equity Partner","Salt Lake City Metropolitan Area","platpay.com","https://linkedin.com/in/colten-page-1b32093a",,,,"false",,,,
,,"Christi C.","Nabors","Christi C. Nabors","Vice President Of Development and Revenue","Dallas-Fort Worth Metroplex","deliverfund.org","https://linkedin.com/in/christicnabors",,,,"false",,,,
,,"Kristi","Wasmer, MBA","Kristi Wasmer, MBA","Senior Vice President of Sales","Greater Minneapolis-St. Paul Area",,"https://linkedin.com/in/kristi-wasmer",,,,"false",,,,
,,"Ryan","Hamby, MBA","Ryan Hamby, MBA","Vice President, Sales and Operations","Dallas-Fort Worth Metroplex","glazersbeer.com","https://linkedin.com/in/ryan-hamby-mba-41133b26",,,,"false",,,,
,,"Leo","Lopez","Leo Lopez","VP of Sales","Dallas-Fort Worth Metroplex",,"https://linkedin.com/in/leo-lopez-b2124811",,,,"false",,,,
,,"Lucy","Hoffman","Lucy Hoffman","Vice President of Sales & Marketing","San Francisco Bay Area","altalangausa.com","https://linkedin.com/in/lucy-hoffman-61833167",,,,"false",,,,
,,"Melissa","Prather","Melissa Prather","Chief Revenue Officer (CRO)","Washington DC-Baltimore Area","wish.org","https://linkedin.com/in/mprather1",,,,"false",,,,
,,"Holly","Waddington","Holly Waddington","VP of Sales","Salt Lake City Metropolitan Area","carpetdiem.us","https://linkedin.com/in/holly-waddington",,,,"false",,,,
,,"Mark","Mescher","Mark Mescher","Vice President of Sales","Dallas-Fort Worth Metroplex","medscout.io","https://linkedin.com/in/mark-mescher-80999713",,,,"false",,,,
,,"William","NYSE-DIRECT","William NYSE-DIRECT","Vice President Sales","New York City Metropolitan Area",,"https://linkedin.com/in/william-nyse-direct-8600a4176",,,,"false",,,,
,,"Christopher","King","Christopher King","VP Sales & Marketing","Dallas-Fort Worth Metroplex","orthmanconveying.com","https://linkedin.com/in/christopher-king-b5054b189",,,,"false",,,,
,,"Kyle","Taylor","Kyle Taylor","VP of Sales / Business Development","Dallas-Fort Worth Metroplex",,"https://linkedin.com/in/kyle-taylor-944a11174",,,,"false",,,,
,,"Chris","Burns","Chris Burns","VP Sales and Marketing","Washington DC-Baltimore Area",,"https://linkedin.com/in/chris-burns-14914996",,,,"false",,,,
,,"Brett","Friedman","Brett Friedman","Chief Revenue Officer (CRO)","Dallas-Fort Worth Metroplex","logile.com","https://linkedin.com/in/brett-friedman-969744",,,,"false",,,,
,,"Shadd","McKinney","Shadd McKinney","Vice President of Sales -North America","Dallas-Fort Worth Metroplex","galaerospace.com","https://linkedin.com/in/shaddmckinney",,,,"false",,,,
,,"Kevin","McKeown","Kevin McKeown","Chief Revenue Officer (CRO)","Austin, Texas Metropolitan Area","beekeeper.io","https://linkedin.com/in/kevinrmckeown",,,,"false",,,,
,,"Mary","Batkin","Mary Batkin","VP of Sales and Marketing","Washington DC-Baltimore Area",,"https://linkedin.com/in/mary-batkin-74a25030",,,,"false",,,,
,,"Paola L.","Atkins","Paola L. Atkins","VP of Sales Operations","Miami-Fort Lauderdale Area","micfood.vn","https://linkedin.com/in/paola-l-atkins-1a8a0b166",,,,"false",,,,
,,"Rob","Morgenstern","Rob Morgenstern","Vice President of Sales","Dallas-Fort Worth Metroplex","unikavaev.com","https://linkedin.com/in/rob-morgenstern-35711719",,,,"false",,,,
,,"Marco","Parrotto","Marco Parrotto","Vice President of Sales","Las Vegas Metropolitan Area","vipertradeshow.com","https://linkedin.com/in/marco-parrotto-a118bb8",,,,"false",,,,
,,"Michael","W.","Michael W.","Regional Vice President of Sales","Raleigh-Durham-Chapel Hill Area","compassgroupcareers.com","https://linkedin.com/in/michaelwybieralla",,,,"false",,,,
,,"Carol ","Ronk","Carol Ronk","VP Sales","Dallas-Fort Worth Metroplex","profisee.com","https://linkedin.com/in/carol-ronk-6257b0",,,,"false",,,,
,,"Mike","Arthur","Mike Arthur","Vice President Enterprise Sales","Charlotte Metro","concur.com","https://linkedin.com/in/mike-arthur-39b151",,,,"false",,,,
,,"Todd","Hollembeak","Todd Hollembeak","Vice President Retail Sales","Greater Minneapolis-St. Paul Area","glennvalleyfoods.com","https://linkedin.com/in/todd-hollembeak",,,,"false",,,,
,,"Michael","Geller","Michael Geller","Chief Revenue Officer (CRO)","San Francisco Bay Area","constantcontact.com","https://linkedin.com/in/mgeller142",,,,"false",,,,
,,"Hector","Sanchez","Hector Sanchez","Vice President National Sales","Washington DC-Baltimore Area","antedotum.com","https://linkedin.com/in/hector-sanchez-4026a5a",,,,"false",,,,
,,"Jaimie","Buss","Jaimie Buss","Chief Revenue Officer (CRO)","San Francisco Bay Area","deputy.com","https://linkedin.com/in/jaimiebuss",,,,"false",,,,
,,"Alicia","Soriano","Alicia Soriano","Vice President of Sales","Miami-Fort Lauderdale Area",,"https://linkedin.com/in/alicia-soriano-5794b620",,,,"false",,,,
,,"Steve","Trombetta","Steve Trombetta","Vice President HCM Sales","Raleigh-Durham-Chapel Hill Area","austin-hayne.com","https://linkedin.com/in/steve-trombetta",,,,"false",,,,
,,"Dave ","Peterman ","Dave Peterman","Vice President Sales Manager","Greater Minneapolis-St. Paul Area","usbank.com","https://linkedin.com/in/dave-peterman-b21a152b",,,,"false",,,,
,,"Patrick","Garayta","Patrick Garayta","Chief Revenue Officer (CRO)","Washington DC-Baltimore Area","lumaverse.com","https://linkedin.com/in/pgarayta",,,,"false",,,,
,,"Norman","Boyd","Norman Boyd","Chief Revenue Officer","Austin, Texas Metropolitan Area","ascendsoftware.com","https://linkedin.com/in/normboyd",,,,"false",,,,
,,"Gavin","Filmore","Gavin Filmore","Chief Revenue Officer","New York City Metropolitan Area","tidaletfservices.com","https://linkedin.com/in/gavin-filmore-31a2117",,,,"false",,,,
,,"Doug","Moss","Doug Moss","Chief Development Officer/ Head of Sales","Dallas-Fort Worth Metroplex",,"https://linkedin.com/in/doug-moss-7b181a10",,,,"false",,,,
,,"Calista","Corley","Calista Corley","Chief Revenue Officer (CRO)","New York City Metropolitan Area","letshighlight.com","https://linkedin.com/in/calista-corley-98b84a3",,,,"false",,,,
,,"Kyle","Soroka","Kyle Soroka","Regional Vice President of Sales","Washington DC-Baltimore Area","coupa.com","https://linkedin.com/in/kylesoroka",,,,"false",,,,
,,"Michael","Holmes","Michael Holmes","Chief Revenue Officer","Atlanta Metropolitan Area","linktr.ee","https://linkedin.com/in/michael-holmes-5b940391",,,,"false",,,,
,,"Ron","Edgar","Ron Edgar","Sales Center Vice President","Greater Minneapolis-St. Paul Area","att.com","https://linkedin.com/in/ronwedgar",,,,"false",,,,
,,"Valerie","Masterani Lewis","Valerie Masterani Lewis","Vice President, Sales","Los Angeles Metropolitan Area","fntic.com","https://linkedin.com/in/vmasterani",,,,"false",,,,
,,"Jamie","Rywalt","Jamie Rywalt","Vice President Sales","New York City Metropolitan Area",,"https://linkedin.com/in/jamie-rywalt-1564701a",,,,"false",,,,
,,"Lynn","DeHart","Lynn DeHart","Associate Vice President of Benefit Sales / Integrations","Dallas-Fort Worth Metroplex","vensure.com","https://linkedin.com/in/lynn-dehart-3919576",,,,"false",,,,
,,"Milian,","Peter","Milian, Peter","Vice President of Sales","Miami-Fort Lauderdale Area","clearchanneloutdoor.com","https://linkedin.com/in/petermilian",,,,"false",,,,
,,"Jordan","Dawson Fuhrer","Jordan Dawson Fuhrer","Chief Revenue Officer (CRO)","Austin, Texas Metropolitan Area","peasepark.org","https://linkedin.com/in/jordan-dawson-fuhrer-200065161",,,,"false",,,,
,,"Stephen","Drake","Stephen Drake","Vice President of Sales","San Francisco Bay Area","webpushr.com","https://linkedin.com/in/stephendrake181",,,,"false",,,,
,,"Todd","Hotaling","Todd Hotaling","Vice President of Sales and Revenue","Greater St. Louis","basso-stl.com","https://linkedin.com/in/todd-hotaling-stl",,,,"false",,,,
,,"Marek","Wasilewski","Marek Wasilewski","Vice President - Service Sales (Americas)","Dallas-Fort Worth Metroplex","extremenetworks.com","https://linkedin.com/in/mwasil",,,,"false",,,,
,,"Chad","Deely","Chad Deely","VP of Sales","Greater Minneapolis-St. Paul Area","crossbar.org","https://linkedin.com/in/chad-deely-93510199",,,,"false",,,,
,,"Mark","Hillebrandt","Mark Hillebrandt","Chief Digital Revenue Officer","New York City Metropolitan Area","henryschein.com","https://linkedin.com/in/mark-hillebrandt-13724b1",,,,"false",,,,
,,"Jeff","Bierman - MBA","Jeff Bierman - MBA","Vice President of Sales, Americas","Raleigh-Durham-Chapel Hill Area","daon.com","https://linkedin.com/in/jbierman",,,,"false",,,,
,,"Stean","Schroeder","Stean Schroeder","Vice President of Sales","Miami-Fort Lauderdale Area",,"https://linkedin.com/in/stean-schroeder-663885113",,,,"false",,,,
,,"Thomas","Vik","Thomas Vik","Regional Vice President of Sales","Greater Minneapolis-St. Paul Area","mcicoach.com","https://linkedin.com/in/thomas-vik",,,,"false",,,,
,,"Jarrod","Cook, MSEM, MBA","Jarrod Cook, MSEM, MBA","Chief Revenue Officer (CRO)","Los Angeles Metropolitan Area","lumisautomation.com","https://linkedin.com/in/jarrod-cook-msem-mba-99094025",,,,"false",,,,
,,"Nick","Lee","Nick Lee","Vice President of Sales & Market Development","Kansas City Metropolitan Area","marshmma.com","https://linkedin.com/in/nick-lee-4a6871118",,,,"false",,,,
,,"Armando","Q.","Armando Q.","Vice President of Sales & Partnerships","San Francisco Bay Area","agentiq.com","https://linkedin.com/in/armando-q-606bb210",,,,"false",,,,
,,"Tracy","Smith","Tracy Smith","Vice President Corporate Enterprise Sales","Greater Minneapolis-St. Paul Area","ups.com","https://linkedin.com/in/tracy-smith-73030525",,,,"false",,,,
,,"Al","Bate","Al Bate","Vice President of Sales","Charlotte Metro","aatprod.com","https://linkedin.com/in/al-bate-81ba9b97",,,,"false",,,,
,,"Jerry","Bengis","Jerry Bengis","Vice President Sales","Miami-Fort Lauderdale Area",,"https://linkedin.com/in/jerry-bengis-42108116b",,,,"false",,,,
,,"Gary","Vilardi","Gary Vilardi","Vice President, Sales","New York City Metropolitan Area","citytheatrical.com","https://linkedin.com/in/garyvilardi",,,,"false",,,,
,,"Mike","Adams","Mike Adams","Vice President Sales","Salt Lake City Metropolitan Area","fusionimaging.com","https://linkedin.com/in/mike-adams-4947a430",,,,"false",,,,
,,"Jamie","Looper","Jamie Looper","Executive VP of Sales","Dallas-Fort Worth Metroplex",,"https://linkedin.com/in/jamielooper102596",,,,"false",,,,
,,"Andrew R.","Whiting","Andrew R. Whiting","Interim Chief Revenue & Sales Officer","New York City Metropolitan Area","missionsq.org","https://linkedin.com/in/andrew-r-whiting-96804414",,,,"false",,,,
,,"Whitney","Welch","Whitney Welch","Vice President Commercial Sales","Dallas-Fort Worth Metroplex","daltile.com","https://linkedin.com/in/whitney-welch-007b494",,,,"false",,,,
,,"Brad","Nuccio","Brad Nuccio","Vice President of Sales","Greater St. Louis","ungerboeck.com","https://linkedin.com/in/brad-nuccio",,,,"false",,,,
,,"Michael","Sloots","Michael Sloots","Vice President of Sales","Salt Lake City Metropolitan Area","goldstandardautomotive.com","https://linkedin.com/in/michael-sloots-79945385",,,,"false",,,,
,,"Cherie","Wood","Cherie Wood","Assistant Vice President, Sales & Risk Consultant","Las Vegas Metropolitan Area","mmc.com","https://linkedin.com/in/cheriewoodmarshpcs",,,,"false",,,,
,,"Julie","Massey","Julie Massey","Vice President Sales and Marketing","Miami-Fort Lauderdale Area","g2rl.com","https://linkedin.com/in/julie-massey-8b352564",,,,"false",,,,
,,"Matt","Winum","Matt Winum","VP of Sales","Miami-Fort Lauderdale Area","enablementdata.com","https://linkedin.com/in/matt-winum-b717631a",,,,"false",,,,
,,"Joe","Kemper, CFP®, CLU®","Joe Kemper, CFP®, CLU®","Regional Sales Vice President","San Francisco Bay Area","prudential.com","https://linkedin.com/in/joe-kemper-cfp®-clu®-1908157",,,,"false",,,,
,,"Aleksandra","Tercjak","Aleksandra Tercjak","VP of Sales","Miami-Fort Lauderdale Area","liftdigitalmedia.com","https://linkedin.com/in/aleksandra-tercjak-998150189",,,,"false",,,,
,,"Kristen","Schascheck","Kristen Schascheck","Vice President, Sales: Medieval Times Dinner and Tournament","Dallas-Fort Worth Metroplex","medievaltimes.com","https://linkedin.com/in/kschascheck",,,,"false",,,,
,,"Frederick","Brown","Frederick Brown","Chief Revenue Officer (CRO)","Greater St. Louis","resilinc.com","https://linkedin.com/in/frederick-b-9026a4",,,,"false",,,,
,,"Maggie","Karajian","Maggie Karajian","Vice President, Sales","New York City Metropolitan Area",,"https://linkedin.com/in/maggie-karajian-6977683b",,,,"false",,,,
,,"Luis Antonio","Oseguera","Luis Antonio Oseguera","Vice President of Sales","Dallas-Fort Worth Metroplex",,"https://linkedin.com/in/oseguerafarms",,,,"false",,,,
,,"Tom","B.","Tom B.","Executive Vice President, General Manager, Chief Sales & Retention Officer","Greater Minneapolis-St. Paul Area","deltadentalmn.org","https://linkedin.com/in/tom-b-8611b9195",,,,"false",,,,
,,"Kevin","Kobylinski","Kevin Kobylinski","Vice President Sales and Marketing","Washington DC-Baltimore Area",,"https://linkedin.com/in/kevin-kobylinski-52667610",,,,"false",,,,
,,"Jennifer","Brandl","Jennifer Brandl","Regional Vice President Content Sales","Greater Minneapolis-St. Paul Area","cornerstoneondemand.com","https://linkedin.com/in/jenniferbrandl",,,,"false",,,,
,,"Mercedes","Gonzalez","Mercedes Gonzalez","Vice President Sales","Miami-Fort Lauderdale Area",,"https://linkedin.com/in/mercedes-gonzalez-913515b9",,,,"false",,,,
,,"Mary","Galligan","Mary Galligan","VP of Sales","Las Vegas Metropolitan Area",,"https://linkedin.com/in/mary-galligan-642096191",,,,"false",,,,
,,"Sophie Huimin","Tsai, CCIM","Sophie Huimin Tsai, CCIM","Vice President/ Leasing and Sales Associate","Washington DC-Baltimore Area","capstarco.com","https://linkedin.com/in/sophie-huimin-tsai-ccim-16b05637",,,,"false",,,,
,,"Adam","Harding","Adam Harding","Vice President of sales","Salt Lake City Metropolitan Area",,"https://linkedin.com/in/adam-harding-6a257155",,,,"false",,,,
,,"Larry","Higgins","Larry Higgins","VP of Sales","Greater Minneapolis-St. Paul Area",,"https://linkedin.com/in/larryhigginsmn",,,,"false",,,,
,,"John H","Rohling","John H Rohling","Vice President of Sales","Greater Minneapolis-St. Paul Area","doylesecurity.com","https://linkedin.com/in/john-h-rohling-a7554b61",,,,"false",,,,
,,"Jonnye","Chasteen","Jonnye Chasteen","VP of Sales and Marketing","Dallas-Fort Worth Metroplex","elitepavinggroup.com","https://linkedin.com/in/jonnye-chasteen-472338167",,,,"false",,,,
,,"Kathleen","Lord","Kathleen Lord","Chief Revenue Officer","Los Angeles Metropolitan Area","1worldsync.com","https://linkedin.com/in/kathleenlord",,,,"false",,,,
,,"Gerard ""Jug""","Rohlich","Gerard ""Jug"" Rohlich","Vice President Sales/Marketing","Dallas-Fort Worth Metroplex","mplbrands.com","https://linkedin.com/in/gerard-jug-rohlich-56122475",,,,"false",,,,
,,"Kimberly","Watts","Kimberly Watts","Asst. Vice President / Sr. Sales Support Associate","Washington DC-Baltimore Area","capitalone.com","https://linkedin.com/in/kimberly-watts-a3909738",,,,"false",,,,
,,"Erik","Lund","Erik Lund","Head of Sales, Vice President","Kansas City Metropolitan Area","comdata.com","https://linkedin.com/in/erik-lund-1791688",,,,"false",,,,
,,"George","Baker","George Baker","Vice President, Sales","Nashville Metropolitan Area","onsomble.com","https://linkedin.com/in/george-baker-9a45969a",,,,"false",,,,
,,"Doug","B.","Doug B.","Chief Revenue Officer (CRO)","Dallas-Fort Worth Metroplex","health-doc.com","https://linkedin.com/in/doug-b-621b28128",,,,"false",,,,
,,"Vince","Sy","Vince Sy","VP of Sales","San Francisco Bay Area","iselabs.com","https://linkedin.com/in/vince-sy-5498143",,,,"false",,,,
,,"Libby","Ridley","Libby Ridley","VP, Sales Administration","Dallas-Fort Worth Metroplex","healthcarehighways.com","https://linkedin.com/in/libby-ridley-27a5373a",,,,"false",,,,
,,"Ellen","Stevens","Ellen Stevens","Vice President Operations & Sales","Charlotte Metro",,"https://linkedin.com/in/ellen-stevens-04099262",,,,"false",,,,
,,"Perry","Yancovich","Perry Yancovich","Senior Vice President, Sales & Business Development","Dallas-Fort Worth Metroplex","jeffreycourt.com","https://linkedin.com/in/perry-yancovich-a09b39b",,,,"false",,,,
,,"Ghazi","Masood","Ghazi Masood","Chief Revenue Officer (CRO)","Greater Seattle Area","retool.in","https://linkedin.com/in/ghazi-masood-09195a2",,,,"false",,,,
,,"Christopher","Imbrogno","Christopher Imbrogno","Vice President of Sales","Columbus, Ohio Metropolitan Area",,"https://linkedin.com/in/chrisimbrogno",,,,"false",,,,
,,"Mark","Dunlap","Mark Dunlap","Chief Revenue Officer (CRO)","Greater St. Louis","vpsrx.com","https://linkedin.com/in/mark-dunlap-a537666",,,,"false",,,,
,,"Kyle","Petersen","Kyle Petersen","VP of Sales","Salt Lake City Metropolitan Area","getsway.com","https://linkedin.com/in/kpetersenslc",,,,"false",,,,
,,"Cliff","McKenzie, CLFP","Cliff McKenzie, CLFP","Senior Vice President of Sales and Strategic Vendor Services","Dallas-Fort Worth Metroplex","afg.com","https://linkedin.com/in/cliff-mckenzie-clfp-aa14946",,,,"false",,,,
,,"Eric","Johnson","Eric Johnson","Senior Vice President Sales Marketing","San Francisco Bay Area",,"https://linkedin.com/in/erichjohnson1",,,,"false",,,,
,,"Abigail","Whidden","Abigail Whidden","VP of Sales","Washington DC-Baltimore Area","greynoise.io","https://linkedin.com/in/abigail-lacy-whidden",,,,"false",,,,
,,"Nanda Kumar","Bala","Nanda Kumar Bala","Vice President, Retail Operations and Technology Sales","Washington DC-Baltimore Area",,"https://linkedin.com/in/nanda-kumar-bala-713180176",,,,"false",,,,
,,"David","LaMarche","David LaMarche","Chief Revenue Officer","Greater Seattle Area",,"https://linkedin.com/in/david-lamarche-abbb256",,,,"false",,,,
,,"Michael","Banas","Michael Banas","Vice President of Charter Sales","Dallas-Fort Worth Metroplex","fourcornersaviation.com","https://linkedin.com/in/michael-banas",,,,"false",,,,
,,"Dave","Peterzen","Dave Peterzen","Vice President Sales","Greater Minneapolis-St. Paul Area","sysco.com","https://linkedin.com/in/dave-peterzen-4107a535",,,,"false",,,,
,,"Christopher","LaBruna","Christopher LaBruna","Chief Revenue Officer","San Francisco Bay Area","trust-science.org","https://linkedin.com/in/clabruna",,,,"false",,,,
,,"Priya","Lakshmi","Priya Lakshmi","Chief Revenue Officer, UK","Greater Reading Area","gft.com","https://linkedin.com/in/priya-lakshmi-09ab004",,,,"false",,,,
,,"Terrence","Coleman","Terrence Coleman","VP of Sales and Operations","Dallas-Fort Worth Metroplex",,"https://linkedin.com/in/terrence-coleman-233067188",,,,"false",,,,
,,"Eric","Farkas","Eric Farkas","Vice President and Head of Solution Sales","Dallas-Fort Worth Metroplex","fujitsuamerica.com","https://linkedin.com/in/eric-farkas",,,,"false",,,,
,,"Tina","Ellerbee","Tina Ellerbee","VP US Sales and Distribution","Washington DC-Baltimore Area","haskalife.ca","https://linkedin.com/in/tina-ellerbee-a79a119",,,,"false",,,,
,,"Tarender","Singh","Tarender Singh","Vice President  Operations (Recruitment/Delivery/Sales/Client Relations)","Washington DC-Baltimore Area","inficaretech.com","https://linkedin.com/in/tarender-singh-6338259",,,,"false",,,,
,,"Jesper","Knutsson","Jesper Knutsson","Chief Revenue Officer (CRO)","New York City Metropolitan Area","qwilt.com","https://linkedin.com/in/jesper-knutsson-2272286",,,,"false",,,,
,,"Jim","Neve","Jim Neve","Chief Revenue Officer (CRO)","New York City Metropolitan Area","fisglobal.com","https://linkedin.com/in/jim-neve",,,,"false",,,,
,,"Brian","Kohndrow","Brian Kohndrow","Vice President of Sales","San Francisco Bay Area",,"https://linkedin.com/in/brian-kohndrow-b7a53aa1",,,,"false",,,,
,,"Robert","Muggleston, MBA","Robert Muggleston, MBA","Vice President National Sales","Dallas-Fort Worth Metroplex","teallpropertiesgroup.com","https://linkedin.com/in/robert-muggleston-mba-1a27499",,,,"false",,,,
,,"Jason","Alexander","Jason Alexander","Vice President Sales","Nashville Metropolitan Area","agero.com","https://linkedin.com/in/jason-alexander-exec-nashville",,,,"false",,,,
,,"Jon D.","Ferguson","Jon D. Ferguson","Vice President Retail Sales","Columbus, Ohio Metropolitan Area","faheybank.bank","https://linkedin.com/in/jon-d-ferguson-42209320",,,,"false",,,,
,,"Mark","D'Andrea","Mark D'Andrea","Global Chief Revenue Officer (CRO)","New York City Metropolitan Area","accuweather.com","https://linkedin.com/in/markdandrea",,,,"false",,,,
,,"Joseph","Blatnik","Joseph Blatnik","Vice President of Sales- Major Accounts","Miami-Fort Lauderdale Area","adp.com","https://linkedin.com/in/josephblatnik",,,,"false",,,,
,,"Paul","Ratner","Paul Ratner","Vice President of Sales","San Francisco Bay Area","marblebridge.com","https://linkedin.com/in/paratner",,,,"false",,,,
,,"Melissa","Farley","Melissa Farley","Vice President of Sales & Marketing","Las Vegas Metropolitan Area",,"https://linkedin.com/in/melissa-farley1964",,,,"false",,,,
,,"Paul","Brown","Paul Brown","Vice President of Sales","Columbus, Ohio Metropolitan Area","chartwellstaff.com","https://linkedin.com/in/paul-brown-214857194",,,,"false",,,,
,,"Brent","Richey","Brent Richey","Vice President of Sales, Strategic Accounts - Marketing Cloud","Raleigh-Durham-Chapel Hill Area","salesforce.com","https://linkedin.com/in/brent-richey",,,,"false",,,,
,,"Sara","Robinson","Sara Robinson","VP, Home Lending Sales Manager","Dallas-Fort Worth Metroplex","bsifinancial.com","https://linkedin.com/in/sara-robinson-28b86953",,,,"false",,,,
,,"Dominick","Caracillo","Dominick Caracillo","Vice President of Sales","Washington DC-Baltimore Area","heartland.us","https://linkedin.com/in/caracillo",,,,"false",,,,
,,"Ashley","Schmidt ","Ashley Schmidt","Sr. Vice President of Sales","Greater Minneapolis-St. Paul Area","skinnymixes.com","https://linkedin.com/in/ashley-schmidt-bba70917",,,,"false",,,,
,,"Phil","Jarvis","Phil Jarvis","VP of Sales","Dallas-Fort Worth Metroplex",,"https://linkedin.com/in/phil-jarvis-a3ba1311",,,,"false",,,,
,,"Ryan","Marron","Ryan Marron","VP of Sales","Dallas-Fort Worth Metroplex","elevatedcommercialroofing.com","https://linkedin.com/in/ryanmmarron",,,,"false",,,,
,,"Elvis","Obregon","Elvis Obregon","Vice President of Sales","Miami-Fort Lauderdale Area",,"https://linkedin.com/in/elvis-obregon-148023178",,,,"false",,,,
,,"Angela","Lee","Angela Lee","Chief Revenue Officer, Wholesale","New York City Metropolitan Area","frame-store.com","https://linkedin.com/in/angela-lee-65aa1a23",,,,"false",,,,
,,"Eric","Ellenwood","Eric Ellenwood","Vice President of Sales and Marketing","Dallas-Fort Worth Metroplex","benefitarchitects.com","https://linkedin.com/in/eric-ellenwood-a6a2b8183",,,,"false",,,,
,,"Brad","Becker","Brad Becker","Chief Revenue Officer","Greater Chicago Area","everest-ts.com","https://linkedin.com/in/bradebecker",,,,"false",,,,
,,"Wayne","Silverman","Wayne Silverman","Chief Revenue Officer","New York City Metropolitan Area","swzd.com","https://linkedin.com/in/waynesilverman",,,,"false",,,,
,,"James (Jay)","Hiniker","James (Jay) Hiniker","Senior Vice President - Corporate Development, Municipal Sales and Trading","Greater Minneapolis-St. Paul Area",,"https://linkedin.com/in/james-jay-hiniker-113404b4",,,,"false",,,,
,,"Ben","McKinstry","Ben McKinstry","Chief Revenue Officer","Denver Metropolitan Area","rmscranes.com","https://linkedin.com/in/ben-mckinstry-2b3ba6bb",,,,"false",,,,
,,"José","Castillo","José Castillo","Vice President of Sales","Miami-Fort Lauderdale Area","aspglobal.com","https://linkedin.com/in/josé-castillo-aba2848a",,,,"false",,,,
,,"Marty","Bowen","Marty Bowen","Vice President of Sales","Dallas-Fort Worth Metroplex","rtc-traffic.com","https://linkedin.com/in/marty-bowen-31633728",,,,"false",,,,
,,"Jason","Wonderly","Jason Wonderly","Vice President, Sales","Dallas-Fort Worth Metroplex","texasmotorspeedway.com","https://linkedin.com/in/jason-wonderly-a4a8697",,,,"false",,,,
,,"Kelly","Petkovsek","Kelly Petkovsek","Vice President Sales and Account Management","Greater Minneapolis-St. Paul Area","deltadentalmn.org","https://linkedin.com/in/kelly-petkovsek-09717421",,,,"false",,,,
,,"Brett","Ferrin, MBA","Brett Ferrin, MBA","VP of Sales North America","Salt Lake City Metropolitan Area","trafficlogix.com","https://linkedin.com/in/brett-ferrin-mba-b942b218",,,,"false",,,,
,,"DeLinda","Mrowka","DeLinda Mrowka","Chief Revenue Officer","San Francisco Bay Area","kqed.org","https://linkedin.com/in/delindamrowka",,,,"false",,,,
,,"Jake","Sanchez","Jake Sanchez","Chief Revenue Officer (CRO) and Sales Director","Atlanta Metropolitan Area",,"https://linkedin.com/in/jake-sanchez-274010b4",,,,"false",,,,
,,"Brandon","Conley","Brandon Conley","Chief Revenue Officer","Washington DC-Baltimore Area","appomni.com","https://linkedin.com/in/brandonconley",,,,"false",,,,
